Plaintext,Ciphertext,CipherType
"He stood at the edge of the cliff, looking out","RI QDSMN ER DLC OHEO SD DLC MPGPJ, JYSISRE YYR",vigenere
"He stood at the edge of the cliff, looking out","SV HGLLW ZG GSV VWTV LU GSV XORUU, OLLPRMT LFG",atbash
"He stood at the edge of the cliff, looking out","RC UZAAX IZ ZRC CXMC AH ZRC SLWHH, LAAGWVM AEZ",affine
"He stood at the edge of the cliff, looking out",GYMZWZABUZGYDGNDKLVFODFLITSCKEGQLEVU,playfair
"He stood at the edge of the cliff, looking out","Ht te tcfonuesoda h deo h lf,loigot otegfei k ",rail_fence
"He stood at the edge of the cliff, looking out",00111 00100 10010 10011 01110 01110 00011 00000 10011 10011 00111 00100 00100 00011 00110 00100 01110 00101 10011 00111 00100 00010 01011 01000 00101 00101 01011 01110 01110 01010 01000 01101 00110 01110 10100 10011,bacon
The night was calm and peaceful,Esp ytrse hld nlwx lyo aplnpqfw,caesar
The night was calm and peaceful,PLR VKZLP YWQ BWDE WVA GRWBRNMD,substitution
The night was calm and peaceful,lufecaep dna mlac saw thgin ehT,transposition
The night was calm and peaceful,VVH RKUKX YOV GCZP EPR SICQHJWZ,vigenere
The night was calm and peaceful,GSV MRTSG DZH XZON ZMW KVZXVUFO,atbash
The night was calm and peaceful,ZRC VWMRZ OIU SILQ IVX FCISCHEL,affine
The night was calm and peaceful,VFDULHFVYBZLCHPRUGNYBRKGZG,playfair
The night was calm and peaceful,Tntslnefh ih a amadpaeuegwc  cl,rail_fence
The night was calm and peaceful,10011 00111 00100 01101 01000 00110 00111 10011 10110 00000 10010 00010 00000 01011 01100 00000 01101 00011 01111 00100 00000 00010 00100 00101 10100 01011,bacon
The leaves crunched beneath their feet,Ocz gzvqzn xmpixczy wzizvoc oczdm azzo,caesar
The leaves crunched beneath their feet,UCX WXPNXE OHBSOCXR KXSXPUC UCXGH JXXU,substitution
The leaves crunched beneath their feet,teef rieht htaeneb dehcnurc sevael ehT,transposition
The leaves crunched beneath their feet,DLC VIYFIQ MVSXGFOH ZORCKXF DLCSV DOIR,vigenere
The leaves crunched beneath their feet,GSV OVZEVH XIFMXSVW YVMVZGS GSVRI UVVG,atbash
The leaves crunched beneath their feet,ZRC LCIJCU SPEVSRCX NCVCIZR ZRCWP HCCZ,affine
The leaves crunched beneath their feet,VFOGYDUYZLDTSDGYACDUYDVFVFWGFMWUUZ,playfair
The leaves crunched beneath their feet,Tlerhbatreh evscuce eet hi etea ndnhef,rail_fence
The leaves crunched beneath their feet,10011 00111 00100 01011 00100 00000 10101 00100 10010 00010 10001 10100 01101 00010 00111 00100 00011 00001 00100 01101 00100 00000 10011 00111 10011 00111 00100 01000 10001 00101 00100 00100 10011,bacon
He smiled as he watched the children play,Eb pjfiba xp eb txqzeba qeb zefiaobk mixv,caesar
He smiled as he watched the children play,SN TXLRNW VT SN EVKFSNW KSN FSLRWQNU IRVP,substitution
He smiled as he watched the children play,yalp nerdlihc eht dehctaw eh sa delims eH,transposition
He smiled as he watched the children play,JS VQKZHH CG KI YOWGJSG XJS FLKZGVGB SPCM,vigenere
He smiled as he watched the children play,SV HNROVW ZH SV DZGXSVW GSV XSROWIVM KOZB,atbash
He smiled as he watched the children play,RC UQWLCX IU RC OIZSRCX ZRC SRWLXPCV FLIY,affine
He smiled as he watched the children play,GYMNLFDGCPGYYBZRGYRUGYALLFADDUSHHA,playfair
He smiled as he watched the children play,Hmd whtcd yesie sh ace h hlrnpa laetdeiel,rail_fence
He smiled as he watched the children play,00111 00100 10010 01100 01000 01011 00100 00011 00000 10010 00111 00100 10110 00000 10011 00010 00111 00100 00011 10011 00111 00100 00010 00111 01000 01011 00011 10001 00100 01101 01111 01011 00000 11000,bacon
She closed her eyes and listened to the music,Xmj hqtxji mjw jdjx fsi qnxyjsji yt ymj rzxnh,caesar
She closed her eyes and listened to the music,KNI MYRKIJ NIV IXIK GEJ YDKHIEIJ HR HNI BCKDM,substitution
She closed her eyes and listened to the music,cisum eht ot denetsil dna seye reh desolc ehS,transposition
She closed her eyes and listened to the music,UVH GNCVIF VHV GMHW CBG PKGWIPSG XQ HKI OIVME,vigenere
She closed her eyes and listened to the music,HSV XOLHVW SVI VBVH ZMW ORHGVMVW GL GSV NFHRX,atbash
She closed her eyes and listened to the music,URC SLAUCX RCP CYCU IVX LWUZCVCX ZA ZRC QEUWS,affine
She closed her eyes and listened to the music,PLODSCNOAGKDYWONDPCGLQUKUDRUKZGYNTQLBZ,playfair
She closed her eyes and listened to the music,Sceeyale tmch lsdhree n itndt h uieo  sdseoes,rail_fence
She closed her eyes and listened to the music,10010 00111 00100 00010 01011 01110 10010 00100 00011 00111 00100 10001 00100 11000 00100 10010 00000 01101 00011 01011 01000 10010 10011 00100 01101 00100 00011 10011 01110 10011 00111 00100 01100 10100 10010 01000 00010,bacon
The scent of fresh coffee filled the room,Ocz nxzio ja amznc xjaazz adggzy ocz mjjh,caesar
The scent of fresh coffee filled the room,HNC AYCOH EG GDCAN YEGGCC GUIICT HNC DEEV,substitution
The scent of fresh coffee filled the room,moor eht dellif eeffoc hserf fo tnecs ehT,transposition
The scent of fresh coffee filled the room,LLG JGXFX QW JKWWJ TSYXIG WMEDIF KLX JSQD,vigenere
The scent of fresh coffee filled the room,GSV HXVMG LU UIVHS XLUUVV UROOVW GSV ILLN,atbash
The scent of fresh coffee filled the room,ZRC USCVZ AH HPCUR SAHHCC HWLLCX ZRC PAAQ,affine
The scent of fresh coffee filled the room,VFONDOMUKLMFONLAKLGKKGLFGORUGYCKKS,playfair
The scent of fresh coffee filled the room,Tst soel  mh cn ffehcfe ildteroeeor ffeho,rail_fence
The scent of fresh coffee filled the room,10011 00111 00100 10010 00010 00100 01101 10011 01110 00101 00101 10001 00100 10010 00111 00010 01110 00101 00101 00100 00100 00101 01000 01011 01011 00100 00011 10011 00111 00100 10001 01110 01110 01100,bacon
They watched the stars until they fell asleep,Vjga ycvejgf vjg uvctu wpvkn vjga hgnn cunggr,caesar
They watched the stars until they fell asleep,SKFB YZSWKFC SKF ASZQA EHSDL SKFB GFLL ZALFFI,substitution
They watched the stars until they fell asleep,peelsa llef yeht litnu srats eht dehctaw yehT,transposition
They watched the stars until they fell asleep,VVHC YOWGJSG XJS VXCFV YPHLP VVHC HSOP CGOIGD,vigenere
They watched the stars until they fell asleep,GSVB DZGXSVW GSV HGZIH FMGRO GSVB UVOO ZHOVVK,atbash
They watched the stars until they fell asleep,ZRCY OIZSRCX ZRC UZIPU EVZWL ZRCY HCLL IULCCF,affine
They watched the stars until they fell asleep,VFYWYBZRGYRUGYMZBDNZMULFVFYWGKIZCPGOYN,playfair
They watched the stars until they fell asleep,T c  rn ylsphywthdtesasutlte elaleeaeht ihf e,rail_fence
They watched the stars until they fell asleep,10011 00111 00100 11000 10110 00000 10011 00010 00111 00100 00011 10011 00111 00100 10010 10011 00000 10001 10010 10100 01101 10011 01000 01011 10011 00111 00100 11000 00101 00100 01011 01011 00000 10010 01011 00100 00100 01111,bacon
The dog wagged its tail excitedly,Lzw vgy osyywv alk lsad wpualwvdq,caesar
The dog wagged its tail excitedly,OZA JTL MWLLAJ XOQ OWXP ABSXOAJPG,substitution
The dog wagged its tail excitedly,yldeticxe liat sti deggaw god ehT,transposition
The dog wagged its tail excitedly,LLG USZ OEIXIW AXU KEBD IZTMMWHNP,vigenere
The dog wagged its tail excitedly,GSV WLT DZTTVW RGH GZRO VCXRGVWOB,atbash
The dog wagged its tail excitedly,ZRC XAM OIMMCX WZU ZIWL CTSWZCXLY,affine
The dog wagged its tail excitedly,VFDGELYBIUDGFXMZBHGOZBFXDGHO,playfair
The dog wagged its tail excitedly,Tdwetaetyh o agdisti xielegg  lcd,rail_fence
The dog wagged its tail excitedly,10011 00111 00100 00011 01110 00110 10110 00000 00110 00110 00100 00011 01000 10011 10010 10011 00000 01000 01011 00100 10111 00010 01000 10011 00100 00011 01011 11000,bacon
Her fingers lingered on the keyboard,Zwj xafywjk dafywjwv gf lzw cwqtgsjv,caesar
Her fingers lingered on the keyboard,SYE FMKJYET XMKJYEYR ZK PSY OYBDZWER,substitution
Her fingers lingered on the keyboard,draobyek eht no deregnil sregnif reH,transposition
Her fingers lingered on the keyboard,JSU JKBJITG OMPUHVGR RR VVH OGMESCFG,vigenere
Her fingers lingered on the keyboard,SVI URMTVIH ORMTVIVW LM GSV PVBYLZIW,atbash
Her fingers lingered on the keyboard,RCP HWVMCPU LWVMCPCX AV ZRC GCYNAIPX,affine
Her fingers lingered on the keyboard,GYFMGQNDCMFLUNKDDGESVFYEYWCWBDBU,playfair
Her fingers lingered on the keyboard,Hfele tkoe igr igrdo h ebadrnsneneyr,rail_fence
Her fingers lingered on the keyboard,00111 00100 10001 00101 01000 01101 00110 00100 10001 10010 01011 01000 01101 00110 00100 10001 00100 00011 01110 01101 10011 00111 00100 01010 00100 11000 00001 01110 00000 10001 00011,bacon
The mountain view was breathtaking,Wkh prxqwdlq ylhz zdv euhdwkwdnlqj,caesar
The mountain view was breathtaking,ALS CORUANPU XPSJ JND MTSNALANEPUH,substitution
The mountain view was breathtaking,gnikathtaerb saw weiv niatnuom ehT,transposition
The mountain view was breathtaking,DLC WSSXXYSR TSIU GEQ LVCKXFDEISRE,vigenere
The mountain view was breathtaking,GSV NLFMGZRM ERVD DZH YIVZGSGZPRMT,atbash
The mountain view was breathtaking,ZRC QAEVZIWV JWCO OIU NPCIZRZIGWVM,affine
The mountain view was breathtaking,VFKNEZMUBHPUGWBWCPCDYDVFVRWFUN,playfair
The mountain view was breathtaking,Tmt wsetnh onanve a rahaigeuiiwbtk,rail_fence
The mountain view was breathtaking,10011 00111 00100 01100 01110 10100 01101 10011 00000 01000 01101 10101 01000 00100 10110 10110 00000 10010 00001 10001 00100 00000 10011 00111 10011 00000 01010 01000 01101 00110,bacon
The sun set behind the hills,Lzw kmf kwl twzafv lzw zaddk,caesar
The sun set behind the hills,REB VKL VBR NBEQLY REB EQZZV,substitution
The sun set behind the hills,sllih eht dniheb tes nus ehT,transposition
The sun set behind the hills,DLC CYL CIR LIFSRB DLC RMJVW,vigenere
The sun set behind the hills,GSV HFM HVG YVSRMW GSV SROOH,atbash
The sun set behind the hills,ZRC UEV UCZ NCRWVX ZRC RWLLU,affine
The sun set behind the hills,VFONEUNOXRYGGQRUGYILIZQZ,playfair
The sun set behind the hills,Tssbnhih u e eidtehlsenth  l,rail_fence
The sun set behind the hills,10011 00111 00100 10010 10100 01101 10010 00100 10011 00001 00100 00111 01000 01101 00011 10011 00111 00100 00111 01000 01011 01011 10010,bacon
"He touched the old stone wall, feeling its history","If upvdife uif pme tupof xbmm, gffmjoh jut ijtupsz",caesar
"He touched the old stone wall, feeling its history","EV GORKEVS GEV OBS QGOHV XTBB, CVVBUHJ UGQ EUQGOWY",substitution
"He touched the old stone wall, feeling its history","yrotsih sti gnileef ,llaw enots dlo eht dehcuot eH",transposition
"He touched the old stone wall, feeling its history","ZI VFYVZIF KLX GPF JXHFI YRPE, XIGCMGY MVJ LBKXQIC",vigenere
"He touched the old stone wall, feeling its history","SV GLFXSVW GSV LOW HGLMV DZOO, UVVORMT RGH SRHGLIB",atbash
"He touched the old stone wall, feeling its history","RC ZAESRCX ZRC ALX UZAVC OILL, HCCLWVM WZU RWUZAPY",affine
"He touched the old stone wall, feeling its history",GYZKZDGYRUGYCSCNZKUDYBIZGKOGGQHLZMILMZKCWV,playfair
"He touched the old stone wall, feeling its history","Hoehlt lentiretuhdteodsoewl,feigishsoy c   na l  t",rail_fence
"He touched the old stone wall, feeling its history",00111 00100 10011 01110 10100 00010 00111 00100 00011 10011 00111 00100 01110 01011 00011 10010 10011 01110 01101 00100 10110 00000 01011 01011 00101 00100 00100 01011 01000 01101 00110 01000 10011 10010 00111 01000 10010 10011 01110 10001 11000,bacon
The city lights twinkled in the distance,Esp ntej wtrsed ehtyvwpo ty esp otdelynp,caesar
The city lights twinkled in the distance,OGB CNOR HNYGOQ OENJZHBI NJ OGB INQOLJCB,substitution
The city lights twinkled in the distance,ecnatsid eht ni delkniwt sthgil ytic ehT,transposition
The city lights twinkled in the distance,VVH GKHB PKUKXU HZMPYOIF WQ XJS GMUHDRES,vigenere
The city lights twinkled in the distance,GSV XRGB ORTSGH GDRMPOVW RM GSV WRHGZMXV,atbash
The city lights twinkled in the distance,ZRC SWZY LWMRZU ZOWVGLCX WV ZRC XWUZIVSC,affine
The city lights twinkled in the distance,VFODFXOHLHFVMZBQMEGOBGMUGYBGMZDPDO,playfair
The city lights twinkled in the distance,Tc htk tdah iylgt wnldi h itneetisienesc,rail_fence
The city lights twinkled in the distance,10011 00111 00100 00010 01000 10011 11000 01011 01000 00110 00111 10011 10010 10011 10110 01000 01101 01010 01011 00100 00011 01000 01101 10011 00111 00100 00011 01000 10010 10011 00000 01101 00010 00100,bacon
She held the book close to her chest,Etq tqxp ftq naaw oxaeq fa tqd otqef,caesar
She held the book close to her chest,KML MLVD WML GRRZ PVRKL WR MLY PMLKW,substitution
She held the book close to her chest,tsehc reh ot esolc koob eht dleh ehS,transposition
She held the book close to her chest,KLG YIEV XJV FHGO ECSLW XQ YIK ULGJX,vigenere
She held the book close to her chest,HSV SVOW GSV YLLP XOLHV GL SVI XSVHG,atbash
She held the book close to her chest,URC RCLX ZRC NAAG SLAUC ZA RCP SRCUZ,affine
She held the book close to her chest,PLYGOGRUGYCWKELSCZKUYLKDALONUZ,playfair
She held the book close to her chest,Sh  kotehh edtebo ls ohrcetelhoce  s,rail_fence
She held the book close to her chest,10010 00111 00100 00111 00100 01011 00011 10011 00111 00100 00001 01110 01110 01010 00010 01011 01110 10010 00100 10011 01110 00111 00100 10001 00010 00111 00100 10010 10011,bacon
The fireflies danced in the warm summer air,Pda benabheao zwjyaz ej pda swni oqiian wen,caesar
The fireflies danced in the warm summer air,VGC QWTCQBWCM RFIDCR WI VGC PFTA MXAACT FWT,substitution
The fireflies danced in the warm summer air,ria remmus mraw eht ni decnad seilferif ehT,transposition
The fireflies danced in the warm summer air,LLG WMKWJNZIL VEPTIW AR VYI PSVO JYFEIT RMK,vigenere
The fireflies danced in the warm summer air,GSV URIVUORVH WZMXVW RM GSV DZIN HFNNVI ZRI,atbash
The fireflies danced in the warm summer air,ZRC HWPCHLWCU XIVSCX WV ZRC OIPQ UEQQCP IWP,affine
The fireflies danced in the warm summer air,VFKGFBKGFLONABSDDGGQVFYOBDNMTNNKDBFB,playfair
The fireflies danced in the warm summer air,Tffsn tw mah iele acdi h amsme ieridenerurr,rail_fence
The fireflies danced in the warm summer air,10011 00111 00100 00101 01000 10001 00100 00101 01011 01000 00100 10010 00011 00000 01101 00010 00100 00011 01000 01101 10011 00111 00100 10110 00000 10001 01100 10010 10100 01100 01100 00100 10001 00000 01000 10001,bacon
The sand between their toes was warm,Jxu iqdt rujmuud jxuyh jeui mqi mqhc,caesar
The sand between their toes was warm,MWL IPER BLMXLLE MWLKQ MCLI XPI XPQO,substitution
The sand between their toes was warm,mraw saw seot rieht neewteb dnas ehT,transposition
The sand between their toes was warm,VVH WCBG FGHZIGB WLGWU XQSV ACG ZETA,vigenere
The sand between their toes was warm,GSV HZMW YVGDVVM GSVRI GLVH DZH DZIN,atbash
The sand between their toes was warm,ZRC UIVX NCZOCCV ZRCWP ZACU OIU OIPQ,affine
The sand between their toes was warm,VFONDPACKUOYDUVFWGFKKYQOCPYBFT,playfair
The sand between their toes was warm,Ts w iowwh adbtenterte a ameneeh ssr,rail_fence
The sand between their toes was warm,10011 00111 00100 10010 00000 01101 00011 00001 00100 10011 10110 00100 00100 01101 10011 00111 00100 01000 10001 10011 01110 00100 10010 10110 00000 10010 10110 00000 10001 01100,bacon
The world felt peaceful for a moment,Kyv nficu wvck gvrtvwlc wfi r dfdvek,caesar
The world felt peaceful for a moment,RJL ZHNPC MLPR KLYGLMDP MHN Y XHXLVR,substitution
The world felt peaceful for a moment,tnemom a rof lufecaep tlef dlrow ehT,transposition
The world felt peaceful for a moment,VVH AQFOH HSOX RSDGGTXP HCU E OCPIPH,vigenere
The world felt peaceful for a moment,GSV DLIOW UVOG KVZXVUFO ULI Z NLNVMG,atbash
The world felt peaceful for a moment,ZRC OAPLX HCLZ FCISCHEL HAP I QAQCVZ,affine
The world felt peaceful for a moment,VFYOKCGCGKFZNYBRKGZGLKDBSKNKMU,playfair
The world felt peaceful for a moment,Twdleffamh ol etpaeu o  oeterf clrmn,rail_fence
The world felt peaceful for a moment,10011 00111 00100 10110 01110 10001 01011 00011 00101 00100 01011 10011 01111 00100 00000 00010 00100 00101 10100 01011 00101 01110 10001 00000 01100 01110 01100 00100 01101 10011,bacon
The sound of a distant train was soothing,Lzw kgmfv gx s vaklsfl ljsaf osk kgglzafy,caesar
The sound of a distant train was soothing,RYV XBQFK BP O KNXROFR RHONF GOX XBBRYNFE,substitution
The sound of a distant train was soothing,gnihtoos saw niart tnatsid a fo dnuos ehT,transposition
The sound of a distant train was soothing,LLG JSNFH QW E WAWVRRM LVCZR PSW UFSMZMPX,vigenere
The sound of a distant train was soothing,GSV HLFMW LU Z WRHGZMG GIZRM DZH HLLGSRMT,atbash
The sound of a distant train was soothing,ZRC UAEVX AH I XWUZIVZ ZPIWV OIU UAAZRWVM,affine
The sound of a distant train was soothing,VFONEZUGKLBALQVRMUKFBHQECPZCKZILUN,playfair
The sound of a distant train was soothing,Tsd inr  tgh on fadsattanwssohneuo t iaoi,rail_fence
The sound of a distant train was soothing,10011 00111 00100 10010 01110 10100 01101 00011 01110 00101 00000 00011 01000 10010 10011 00000 01101 10011 10011 10001 00000 01000 01101 10110 00000 10010 10010 01110 01110 10011 00111 01000 01101 00110,bacon
The trees were covered in snow,Vjg vtggu ygtg eqxgtgf kp upqy,caesar
The trees were covered in snow,FCE FTEEG JETE MPNETEZ AV GVPJ,substitution
The trees were covered in snow,wons ni derevoc erew seert ehT,transposition
The trees were covered in snow,LLG KVXWW YVVX USXVVXV MP JRHO,vigenere
The trees were covered in snow,GSV GIVVH DVIV XLEVIVW RM HMLD,atbash
The trees were covered in snow,ZRC ZPCCU OCPC SAJCPCX WV UVAO,affine
The trees were covered in snow,VFKUDKONOYDKLCUYDKBGPMSEBW,playfair
The trees were covered in snow,Ttsroenoh re eecvrdi nweew e s,rail_fence
The trees were covered in snow,10011 00111 00100 10011 10001 00100 00100 10010 10110 00100 10001 00100 00010 01110 10101 00100 10001 00100 00011 01000 01101 10010 01101 01110 10110,bacon
The wind carried the scent of the sea,Sgd vhmc bzqqhdc sgd rbdms ne sgd rdz,caesar
The wind carried the scent of the sea,LDT OWXC IJZZWTC LDT PITXL RH LDT PTJ,substitution
The wind carried the scent of the sea,aes eht fo tnecs eht deirrac dniw ehT,transposition
The wind carried the scent of the sea,DLC GMLN GYBVGOH RRI QMILD SD DLC CIY,vigenere
The wind carried the scent of the sea,GSV DRMW XZIIRVW GSV HXVMG LU GSV HVZ,atbash
The wind carried the scent of the sea,ZRC OWVX SIPPWCX ZRC USCVZ AH ZRC UCI,affine
The wind carried the scent of the sea,VFYOGQARBDBFDGVFONDOMUKLVFONYD,playfair
The wind carried the scent of the sea,Tw r  nfeah idcridteseto h eenaehc ts,rail_fence
The wind carried the scent of the sea,10011 00111 00100 10110 01000 01101 00011 00010 00000 10001 10001 01000 00100 00011 10011 00111 00100 10010 00010 00100 01101 10011 01110 00101 10011 00111 00100 10010 00100 00000,bacon
